# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jan 14 16:34:50 2026
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_controv_flag = 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,sy_dist,sy_disterr1,sy_disterr2,releasedate
Kepler-1672 b,Kepler-1672,1,Transit,2020,Kepler,0,2.97022762,,,0,391.18100000,4.51200000,-4.41100000,2020-09-03
Kepler-1673 b,Kepler-1673,1,Transit,2020,Kepler,0,2.93551940,,,0,727.18700000,6.84850000,-6.84850000,2020-09-03
Kepler-1674 b,Kepler-1674,1,Transit,2020,Kepler,0,3.20577490,,,0,1012.48000000,28.88900000,-28.88900000,2020-09-03
Kepler-1675 b,Kepler-1675,1,Transit,2020,Kepler,0,3.12483349,,,0,651.11700000,5.84100000,-5.84100000,2020-09-03
Kepler-1676 b,Kepler-1676,1,Transit,2020,Kepler,0,3.37695960,,,0,,,,2020-09-03
Kepler-1677 b,Kepler-1677,1,Transit,2020,Kepler,0,2.70216183,,,0,735.36900000,8.64050000,-8.64050000,2020-09-03
Kepler-1678 b,Kepler-1678,1,Transit,2020,Kepler,0,3.30422249,,,0,847.33900000,20.78600000,-19.83000000,2020-09-03
Kepler-1679 b,Kepler-1679,1,Transit,2020,Kepler,0,2.06920360,,,0,909.28000000,34.62800000,-32.21900000,2020-09-03
Kepler-168 b,Kepler-168,1,Transit,2014,Kepler,0,1.46000000,0.66000000,-0.66000000,0,1343.60000000,46.48000000,-43.52000000,2014-05-14
Kepler-168 c,Kepler-168,1,Transit,2014,Kepler,0,2.69000000,1.21000000,-1.21000000,0,1343.60000000,46.48000000,-43.52000000,2014-05-14
Kepler-1680 b,Kepler-1680,1,Transit,2020,Kepler,0,1.35954736,,,0,310.31500000,1.55000000,-1.53500000,2020-09-03
Kepler-1681 b,Kepler-1681,1,Transit,2020,Kepler,0,2.55321772,,,0,758.30000000,,,2020-09-03
Kepler-1682 b,Kepler-1682,1,Transit,2020,Kepler,0,2.88940836,,,0,1159.85000000,46.04000000,-46.04000000,2020-09-03
Kepler-1683 b,Kepler-1683,1,Transit,2020,Kepler,0,1.87477762,,,0,733.14300000,14.14000000,-13.62400000,2020-09-03
Kepler-1684 b,Kepler-1684,1,Transit,2020,Kepler,0,2.87084792,,,0,621.99600000,12.55550000,-12.55550000,2020-09-03
Kepler-1685 b,Kepler-1685,1,Transit,2020,Kepler,0,2.57673985,,,0,1141.89000000,44.55000000,-41.37000000,2020-09-03
Kepler-1686 b,Kepler-1686,1,Transit,2020,Kepler,0,1.42553017,,,0,729.82300000,7.53000000,-7.53000000,2020-09-03
Kepler-1687 b,Kepler-1687,1,Transit,2020,Kepler,0,1.65623882,,,0,417.01400000,5.40700000,-5.27300000,2020-09-03
Kepler-1688 b,Kepler-1688,1,Transit,2020,Kepler,0,1.26174569,,,0,,,,2020-09-03
Kepler-1689 b,Kepler-1689,1,Transit,2020,Kepler,0,0.94678642,,,0,294.12200000,1.75300000,-1.73100000,2020-09-03
Kepler-169 b,Kepler-169,1,Transit,2014,Kepler,0,1.13000000,0.08000000,-0.08000000,0,406.52900000,3.02400000,-2.98000000,2014-05-14
Kepler-169 c,Kepler-169,1,Transit,2014,Kepler,0,1.21000000,0.08000000,-0.08000000,0,406.52900000,3.02400000,-2.98000000,2014-05-14
Kepler-169 d,Kepler-169,1,Transit,2014,Kepler,0,1.25000000,0.09000000,-0.09000000,0,406.52900000,3.02400000,-2.98000000,2014-05-14
Kepler-169 e,Kepler-169,1,Transit,2014,Kepler,0,2.20000000,0.29000000,-0.29000000,0,406.52900000,3.02400000,-2.98000000,2014-05-14
Kepler-169 f,Kepler-169,1,Transit,2014,Kepler,0,2.58000000,0.24000000,-0.24000000,0,406.52900000,3.02400000,-2.98000000,2014-05-14
Kepler-1690 b,Kepler-1690,1,Transit,2020,Kepler,0,2.81109223,,,0,703.78900000,9.48100000,-9.23600000,2020-09-03
Kepler-1691 b,Kepler-1691,1,Transit,2020,Kepler,0,1.83470985,,,0,1267.67000000,32.62000000,-31.06000000,2020-09-03
Kepler-1692 b,Kepler-1692,1,Transit,2020,Kepler,0,1.11177184,,,0,591.01900000,6.92600000,-6.77000000,2020-09-03
Kepler-1693 b,Kepler-1693,1,Transit,2020,Kepler,0,1.28938413,,,0,760.06500000,13.50150000,-13.50150000,2020-09-03
Kepler-1693 c,Kepler-1693,1,Transit,2021,Kepler,0,0.97698289,,,0,760.06500000,13.50150000,-13.50150000,2021-12-05
Kepler-1694 b,Kepler-1694,1,Transit,2020,Kepler,0,1.17986031,,,0,513.32900000,4.98800000,-4.89600000,2020-09-03
Kepler-1695 b,Kepler-1695,1,Transit,2020,Kepler,0,1.11948901,,,0,791.17500000,12.31050000,-12.31050000,2020-09-03
Kepler-1696 b,Kepler-1696,1,Transit,2020,Kepler,0,2.80982017,,,0,1506.36000000,71.83000000,-65.68000000,2020-09-03
Kepler-1697 b,Kepler-1697,1,Transit,2020,Kepler,0,1.25954761,,,0,247.77100000,0.80300000,-0.79700000,2020-09-03
Kepler-1698 b,Kepler-1698,1,Transit,2020,Kepler,0,1.07315686,,,0,222.34500000,1.19900000,-1.18700000,2020-09-03
Kepler-1699 b,Kepler-1699,1,Transit,2020,Kepler,0,1.56671124,,,0,818.75900000,,,2020-09-03
Kepler-17 b,Kepler-17,1,Transit,2011,Kepler,0,14.68000000,0.22000000,-0.22000000,0,720.75300000,10.34300000,-10.34300000,2014-05-14
Kepler-170 b,Kepler-170,1,Transit,2014,Kepler,0,3.20000000,0.22000000,-0.22000000,0,738.65700000,11.05400000,-10.73800000,2014-05-14
Kepler-170 c,Kepler-170,1,Transit,2014,Kepler,0,2.86000000,0.17000000,-0.17000000,0,738.65700000,11.05400000,-10.73800000,2014-05-14
Kepler-1700 b,Kepler-1700,1,Transit,2020,Kepler,0,2.90129941,,,0,717.59700000,8.67500000,-8.47300000,2020-09-03
Kepler-1701 b,Kepler-1701,1,Transit,2020,Kepler,0,2.22186207,,,0,584.14200000,6.75250000,-6.75250000,2020-09-03
Kepler-1702 b,Kepler-1702,1,Transit,2020,Kepler,0,1.60190793,,,0,857.14000000,26.05900000,-24.59100000,2020-09-03
Kepler-1704 b,Kepler-1704,1,Transit,2013,Kepler,0,11.94877343,0.49319515,-0.47077719,0,835.45500000,9.32300000,-9.12200000,2022-11-07
Kepler-1705 b,Kepler-1705,1,Transit,2021,Kepler,0,2.03000000,0.12000000,-0.14000000,0,1633.49000000,90.81000000,-81.87000000,2022-01-10
Kepler-1705 c,Kepler-1705,1,Transit,2021,Kepler,0,2.05000000,0.14000000,-0.15000000,0,1633.49000000,90.81000000,-81.87000000,2022-01-10
Kepler-1708 b,Kepler-1708,1,Transit,2021,Kepler,0,9.96000000,0.60000000,-0.59000000,0,1666.69000000,102.43000000,-91.40000000,2022-01-10
Kepler-1709 b,Kepler-1709,1,Transit,2021,Kepler,0,3.12424875,,,0,273.94600000,1.89400000,-1.86700000,2021-12-05
Kepler-171 b,Kepler-171,1,Transit,2014,Kepler,0,2.34000000,1.05000000,-1.05000000,0,863.85500000,18.32900000,-18.32900000,2014-05-14
Kepler-171 c,Kepler-171,1,Transit,2014,Kepler,0,2.56000000,1.15000000,-1.15000000,0,863.85500000,18.32900000,-18.32900000,2014-05-14
Kepler-171 d,Kepler-171,1,Transit,2014,Kepler,0,1.89000000,0.90000000,-0.90000000,0,863.85500000,18.32900000,-18.32900000,2014-05-14
Kepler-1710 b,Kepler-1710,1,Transit,2021,Kepler,0,3.19744103,,,0,305.19300000,2.38500000,-2.34900000,2021-12-05
Kepler-1711 b,Kepler-1711,1,Transit,2021,Kepler,0,1.92300000,,,0,590.26800000,,,2021-12-05
Kepler-1712 b,Kepler-1712,1,Transit,2021,Kepler,0,2.28372556,,,0,156.26400000,0.47300000,-0.47300000,2021-12-05
Kepler-1713 b,Kepler-1713,1,Transit,2021,Kepler,0,1.71673535,,,0,295.29300000,2.24800000,-2.21500000,2021-12-05
Kepler-1714 b,Kepler-1714,1,Transit,2021,Kepler,0,3.26437302,,,0,409.46000000,4.26700000,-4.18100000,2021-12-05
Kepler-1715 b,Kepler-1715,1,Transit,2021,Kepler,0,4.14042267,,,0,522.60500000,16.04400000,-15.13100000,2021-12-05
Kepler-1716 b,Kepler-1716,1,Transit,2021,Kepler,0,2.42476850,,,0,195.43900000,0.97800000,-0.96800000,2021-12-05
Kepler-1717 b,Kepler-1717,1,Transit,2021,Kepler,0,2.98929758,,,0,1008.79000000,17.66000000,-17.08500000,2021-12-05
Kepler-1718 b,Kepler-1718,1,Transit,2021,Kepler,0,2.56852070,,,0,375.52200000,3.03000000,-2.98200000,2021-12-05
Kepler-1719 b,Kepler-1719,1,Transit,2021,Kepler,0,3.95000623,,,0,905.40600000,10.80300000,-10.55600000,2021-12-05
Kepler-172 b,Kepler-172,1,Transit,2014,Kepler,0,2.35000000,0.42000000,-0.42000000,0,828.59200000,18.48200000,-17.70700000,2014-05-14
Kepler-172 c,Kepler-172,1,Transit,2014,Kepler,0,2.86000000,0.53000000,-0.53000000,0,828.59200000,18.48200000,-17.70700000,2014-05-14
Kepler-172 d,Kepler-172,1,Transit,2014,Kepler,0,2.25000000,0.40000000,-0.40000000,0,828.59200000,18.48200000,-17.70700000,2014-05-14
Kepler-172 e,Kepler-172,1,Transit,2014,Kepler,0,2.76000000,0.56000000,-0.56000000,0,828.59200000,18.48200000,-17.70700000,2014-05-14
Kepler-1720 b,Kepler-1720,1,Transit,2021,Kepler,0,3.21585295,,,0,629.44500000,7.23900000,-7.08000000,2021-12-05
Kepler-1721 b,Kepler-1721,1,Transit,2021,Kepler,0,3.11856756,,,0,641.37400000,8.30300100,-8.09700000,2021-12-05
Kepler-1722 b,Kepler-1722,1,Transit,2021,Kepler,0,2.86719266,,,0,772.28300000,15.16400000,-14.60100000,2021-12-05
Kepler-1723 b,Kepler-1723,1,Transit,2021,Kepler,0,2.88046569,,,0,811.27800000,10.66950000,-10.66950000,2021-12-05
Kepler-1724 b,Kepler-1724,1,Transit,2021,Kepler,0,2.83677238,,,0,1060.77000000,24.70000000,-23.62000000,2021-12-05
Kepler-1725 b,Kepler-1725,1,Transit,2021,Kepler,0,2.81251770,,,0,558.65200000,5.52800000,-5.42300000,2021-12-05
Kepler-1726 b,Kepler-1726,1,Transit,2021,Kepler,0,2.50861954,,,0,390.55200000,2.06600000,-2.04500000,2021-12-05
Kepler-1727 b,Kepler-1727,1,Transit,2021,Kepler,0,3.17321625,,,0,894.18700000,22.37800000,-22.37800000,2021-12-05
Kepler-1728 b,Kepler-1728,1,Transit,2021,Kepler,0,2.95501875,,,0,651.78300000,9.61100000,-9.34100000,2021-12-05
Kepler-1729 b,Kepler-1729,1,Transit,2021,Kepler,0,3.89404186,,,0,576.18100000,12.44700000,-11.94000000,2021-12-05
Kepler-173 b,Kepler-173,1,Transit,2014,Kepler,0,1.29000000,0.64000000,-0.64000000,0,833.16500000,14.82800000,-14.82800000,2014-05-14
Kepler-173 c,Kepler-173,1,Transit,2014,Kepler,0,2.43000000,1.21000000,-1.21000000,0,833.16500000,14.82800000,-14.82800000,2014-05-14
Kepler-1730 b,Kepler-1730,1,Transit,2021,Kepler,0,4.48524519,,,0,1427.08000000,61.50000000,-56.72000000,2021-12-05
Kepler-1731 b,Kepler-1731,1,Transit,2021,Kepler,0,2.93295657,,,0,169.94800000,0.64100000,-0.63600000,2021-12-05
Kepler-1732 b,Kepler-1732,1,Transit,2021,Kepler,0,4.09903273,,,0,1289.41000000,41.95000000,-41.95000000,2021-12-05
Kepler-1733 b,Kepler-1733,1,Transit,2021,Kepler,0,3.63582354,,,0,2080.51000000,135.38000000,-135.38000000,2021-12-05
Kepler-1734 b,Kepler-1734,1,Transit,2021,Kepler,0,3.08851092,,,0,1482.83000000,54.58500000,-54.58500000,2021-12-05
Kepler-1735 b,Kepler-1735,1,Transit,2021,Kepler,0,1.19429134,,,0,245.30300000,1.50800000,-1.50800000,2021-12-05
Kepler-1736 b,Kepler-1736,1,Transit,2021,Kepler,0,3.87658560,,,0,1430.00000000,51.57000000,-51.57000000,2021-12-05
Kepler-1737 b,Kepler-1737,1,Transit,2021,Kepler,0,5.39500000,,,0,,,,2021-12-05
Kepler-1738 b,Kepler-1738,1,Transit,2021,Kepler,0,2.82472883,,,0,1302.87000000,44.92000000,-42.08000000,2021-12-05
Kepler-1739 b,Kepler-1739,1,Transit,2021,Kepler,0,2.43056832,,,0,783.66600000,13.85400000,-13.38800000,2021-12-05
Kepler-174 b,Kepler-174,1,Transit,2014,Kepler,0,1.96000000,0.11000000,-0.11000000,0,384.75700000,2.68400000,-2.68400000,2014-05-14
Kepler-174 c,Kepler-174,1,Transit,2014,Kepler,0,1.49000000,0.09000000,-0.09000000,0,384.75700000,2.68400000,-2.68400000,2014-05-14
Kepler-174 d,Kepler-174,1,Transit,2014,Kepler,0,2.19000000,0.13000000,-0.13000000,0,384.75700000,2.68400000,-2.68400000,2014-05-14
Kepler-1740 b,Kepler-1740,1,Transit,2021,Kepler,0,3.32321414,,,0,1061.77000000,36.68500000,-36.68500000,2021-12-05
Kepler-1741 b,Kepler-1741,1,Transit,2021,Kepler,0,1.27300000,,,0,270.73900000,2.71600000,-2.71600000,2021-12-05
Kepler-1742 b,Kepler-1742,1,Transit,2021,Kepler,0,2.17824130,,,0,669.57300000,8.96900000,-8.73900000,2021-12-05
Kepler-1743 b,Kepler-1743,1,Transit,2021,Kepler,0,1.59887007,,,0,538.80700000,6.10700000,-5.97500000,2021-12-05
Kepler-1744 b,Kepler-1744,1,Transit,2021,Kepler,0,3.76754004,,,0,1091.63000000,29.97000000,-29.97000000,2021-12-05
Kepler-1745 b,Kepler-1745,1,Transit,2021,Kepler,0,1.92872921,,,0,996.10500000,25.87450000,-25.87450000,2021-12-05
Kepler-1746 b,Kepler-1746,1,Transit,2021,Kepler,0,8.93504475,,,0,979.54100000,17.51400000,-17.51400000,2021-12-05
Kepler-1747 b,Kepler-1747,1,Transit,2021,Kepler,0,4.26508000,,,0,1321.38000000,60.95000000,-55.89000000,2021-12-05
Kepler-1748 b,Kepler-1748,1,Transit,2021,Kepler,0,2.71275017,,,0,1083.28000000,43.62000000,-40.43000000,2021-12-05
Kepler-1749 b,Kepler-1749,1,Transit,2021,Kepler,0,1.61301783,,,0,268.20000000,1.40350000,-1.40350000,2021-12-05
Kepler-175 b,Kepler-175,1,Transit,2014,Kepler,0,2.56000000,1.28000000,-1.28000000,0,1312.34000000,45.29000000,-42.42000000,2014-05-14
Kepler-175 c,Kepler-175,1,Transit,2014,Kepler,0,3.10000000,1.56000000,-1.56000000,0,1312.34000000,45.29000000,-42.42000000,2014-05-14
Kepler-1750 b,Kepler-1750,1,Transit,2021,Kepler,0,6.00434637,,,0,1497.33000000,67.93000000,-62.37000000,2021-12-05
Kepler-1751 b,Kepler-1751,1,Transit,2021,Kepler,0,1.82417378,,,0,1291.47000000,39.19000000,-36.99000000,2021-12-05
Kepler-1752 b,Kepler-1752,1,Transit,2021,Kepler,0,4.54060463,,,0,962.88800000,29.89900000,-28.18100000,2021-12-05
Kepler-1753 b,Kepler-1753,1,Transit,2021,Kepler,0,2.22678077,,,0,707.68800000,15.21500000,-14.59900000,2021-12-05
Kepler-1754 b,Kepler-1754,1,Transit,2021,Kepler,0,2.43996509,,,0,718.94500000,21.74300000,-20.52300000,2021-12-05
Kepler-1755 b,Kepler-1755,1,Transit,2021,Kepler,0,5.91688317,,,0,982.38300000,22.93700000,-21.93200000,2021-12-05
Kepler-1756 b,Kepler-1756,1,Transit,2021,Kepler,0,1.47199944,,,0,,,,2021-12-05
Kepler-1757 b,Kepler-1757,1,Transit,2021,Kepler,0,2.94660251,,,0,807.30800000,16.51700000,-15.87800000,2021-12-05
Kepler-1758 b,Kepler-1758,1,Transit,2021,Kepler,0,2.57059831,,,0,1588.41000000,75.49000000,-69.04000000,2021-12-05
Kepler-1759 b,Kepler-1759,1,Transit,2021,Kepler,0,0.90377910,,,0,385.34800000,3.14800000,-3.09900000,2021-12-05
Kepler-176 b,Kepler-176,1,Transit,2014,Kepler,0,1.43000000,0.73000000,-0.73000000,0,527.32100000,6.05800000,-5.92500000,2014-05-14
Kepler-176 c,Kepler-176,1,Transit,2014,Kepler,0,2.60000000,1.33000000,-1.33000000,0,527.32100000,6.05800000,-5.92500000,2014-05-14
Kepler-176 d,Kepler-176,1,Transit,2014,Kepler,0,2.51000000,1.32000000,-1.32000000,0,527.32100000,6.05800000,-5.92500000,2014-05-14
Kepler-176 e,Kepler-176,1,Transit,2016,Kepler,0,1.45000000,0.12000000,-0.15000000,0,527.32100000,6.05800000,-5.92500000,2016-05-10
Kepler-1760 b,Kepler-1760,1,Transit,2021,Kepler,0,2.28995546,,,0,,,,2021-12-05
Kepler-1761 b,Kepler-1761,1,Transit,2021,Kepler,0,1.39109603,,,0,221.18600000,1.13300000,-1.13300000,2021-12-05
Kepler-1762 b,Kepler-1762,1,Transit,2021,Kepler,0,2.76022913,,,0,1663.74000000,87.74000000,-79.51000000,2021-12-05
Kepler-1763 b,Kepler-1763,1,Transit,2021,Kepler,0,1.14651332,,,0,756.48600000,9.76750000,-9.76750000,2021-12-05
Kepler-1764 b,Kepler-1764,1,Transit,2021,Kepler,0,4.55527871,,,0,1542.48000000,61.70000000,-61.70000000,2021-12-05
Kepler-1765 b,Kepler-1765,1,Transit,2021,Kepler,0,2.49508857,,,0,764.45600000,13.42300000,-12.97500000,2021-12-05
Kepler-1766 b,Kepler-1766,1,Transit,2021,Kepler,0,2.27904508,,,0,501.22900000,4.94600000,-4.85200000,2021-12-05
Kepler-1767 b,Kepler-1767,1,Transit,2021,Kepler,0,3.01299077,,,0,820.50600000,19.94100000,-19.94100000,2021-12-05
Kepler-1768 b,Kepler-1768,1,Transit,2021,Kepler,0,2.23346338,,,0,632.76600000,5.95600000,-5.84900000,2021-12-05
Kepler-1769 b,Kepler-1769,1,Transit,2021,Kepler,0,4.46500000,,,0,438.41200000,4.50000000,-4.41200000,2021-12-05
Kepler-177 b,Kepler-177,1,Transit,2013,Kepler,0,3.50000000,0.19000000,-0.15000000,0,1435.44000000,42.10000000,-39.81000000,2021-05-28
Kepler-177 c,Kepler-177,1,Transit,2013,Kepler,0,8.73000000,0.36000000,-0.34000000,0,1435.44000000,42.10000000,-39.81000000,2020-05-07
Kepler-1770 b,Kepler-1770,1,Transit,2021,Kepler,0,2.84141754,,,0,582.94200000,5.86100000,-5.74800000,2021-12-05
Kepler-1771 b,Kepler-1771,1,Transit,2021,Kepler,0,4.05537256,,,0,565.75200000,,,2021-12-05
Kepler-1772 b,Kepler-1772,1,Transit,2021,Kepler,0,2.68609988,,,0,871.56400000,12.50200000,-12.16000000,2021-12-05
Kepler-1773 b,Kepler-1773,1,Transit,2021,Kepler,0,3.50469499,,,0,681.25500000,9.84000000,-9.56800000,2021-12-05
Kepler-1774 b,Kepler-1774,1,Transit,2021,Kepler,0,3.18179549,,,0,816.59200000,11.81200000,-11.81200000,2021-12-05
Kepler-1775 b,Kepler-1775,1,Transit,2021,Kepler,0,3.64762153,,,0,657.02300000,6.08800000,-5.97800000,2021-12-05
Kepler-1776 b,Kepler-1776,1,Transit,2021,Kepler,0,2.61157023,,,0,690.33600000,6.77050000,-6.77050000,2021-12-05
Kepler-1777 b,Kepler-1777,1,Transit,2021,Kepler,0,2.13189678,,,0,619.14600000,6.13950000,-6.13950000,2021-12-05
Kepler-1778 b,Kepler-1778,1,Transit,2021,Kepler,0,3.01665969,,,0,1276.29000000,49.77000000,-46.23000000,2021-12-05
Kepler-1779 b,Kepler-1779,1,Transit,2021,Kepler,0,3.03295685,,,0,908.50100000,25.53700000,-24.20100000,2021-12-05
Kepler-178 b,Kepler-178,1,Transit,2014,Kepler,0,2.90000000,1.25000000,-1.25000000,0,716.02500000,10.36900000,-10.08200000,2014-05-14
Kepler-178 c,Kepler-178,1,Transit,2014,Kepler,0,2.88000000,1.23000000,-1.23000000,0,716.02500000,10.36900000,-10.08200000,2014-05-14
Kepler-178 d,Kepler-178,1,Transit,2014,Kepler,0,3.95000000,1.70000000,-1.70000000,0,716.02500000,10.36900000,-10.08200000,2014-05-14
Kepler-1780 b,Kepler-1780,1,Transit,2021,Kepler,0,3.60600667,,,0,790.51600000,14.60850000,-14.60850000,2021-12-05
Kepler-1781 b,Kepler-1781,1,Transit,2021,Kepler,0,2.38091029,,,0,962.63000000,34.95800000,-32.63000000,2021-12-05
Kepler-1782 b,Kepler-1782,1,Transit,2021,Kepler,0,2.22927435,,,0,305.79200000,1.39000000,-1.37700000,2021-12-05
Kepler-1783 b,Kepler-1783,1,Transit,2021,Kepler,0,1.31946731,,,0,264.07800000,1.23200000,-1.22000000,2021-12-05
Kepler-1784 b,Kepler-1784,1,Transit,2021,Kepler,0,2.79936489,,,0,883.04500000,21.30900000,-20.34400000,2021-12-05
Kepler-1785 b,Kepler-1785,1,Transit,2021,Kepler,0,2.70422447,,,0,745.74000000,10.68500000,-10.39300000,2021-12-05
Kepler-1786 b,Kepler-1786,1,Transit,2021,Kepler,0,3.16305828,,,0,863.90900000,13.30300000,-13.30300000,2021-12-05
Kepler-1787 b,Kepler-1787,1,Transit,2021,Kepler,0,2.31898181,,,0,778.60200000,13.01700000,-12.60400000,2021-12-05
Kepler-1788 b,Kepler-1788,1,Transit,2021,Kepler,0,2.37850461,,,0,560.44500000,8.15900000,-7.93300000,2021-12-05
Kepler-1789 b,Kepler-1789,1,Transit,2021,Kepler,0,2.83137505,,,0,611.46100000,7.91800000,-7.72200000,2021-12-05
Kepler-179 b,Kepler-179,1,Transit,2014,Kepler,0,1.64000000,0.68000000,-0.68000000,0,605.68000000,6.56500000,-6.56500000,2014-05-14
Kepler-179 c,Kepler-179,1,Transit,2014,Kepler,0,2.00000000,0.81000000,-0.81000000,0,605.68000000,6.56500000,-6.56500000,2014-05-14
Kepler-1790 b,Kepler-1790,1,Transit,2021,Kepler,0,3.14461450,,,0,1070.17000000,21.84000000,-20.99000000,2021-12-05
Kepler-1791 b,Kepler-1791,1,Transit,2021,Kepler,0,3.12103321,,,0,602.21800000,,,2021-12-05
Kepler-1792 b,Kepler-1792,1,Transit,2021,Kepler,0,2.51990972,,,0,601.02900000,9.82400000,-9.51900000,2021-12-05
Kepler-1793 b,Kepler-1793,1,Transit,2021,Kepler,0,3.79037518,,,0,1189.88000000,53.57000000,-53.57000000,2021-12-05
Kepler-1794 b,Kepler-1794,1,Transit,2021,Kepler,0,1.79426276,,,0,561.22900000,10.56300000,-10.18700000,2021-12-05
Kepler-1795 b,Kepler-1795,1,Transit,2021,Kepler,0,1.66301611,,,0,,,,2021-12-05
Kepler-1796 b,Kepler-1796,1,Transit,2021,Kepler,0,2.75047868,,,0,825.88300000,15.47400000,-14.92400000,2021-12-05
Kepler-1797 b,Kepler-1797,1,Transit,2021,Kepler,0,3.05774442,,,0,1338.49000000,41.19500000,-41.19500000,2021-12-05
Kepler-1798 b,Kepler-1798,1,Transit,2021,Kepler,0,2.30911251,,,0,395.19600000,6.02250000,-6.02250000,2021-12-05
Kepler-1799 b,Kepler-1799,1,Transit,2021,Kepler,0,4.12801189,,,0,2254.69000000,160.37000000,-140.85000000,2021-12-05
Kepler-18 b,Kepler-18,1,Transit,2011,Kepler,0,2.00000000,0.10000000,-0.10000000,0,433.04700000,3.20400000,-3.15800000,2014-05-14
Kepler-18 c,Kepler-18,1,Transit,2011,Kepler,0,5.49000000,0.26000000,-0.26000000,0,433.04700000,3.20400000,-3.15800000,2019-03-05
Kepler-18 d,Kepler-18,1,Transit,2011,Kepler,0,6.98000000,0.33000000,-0.33000000,0,433.04700000,3.20400000,-3.15800000,2014-05-14
Kepler-180 b,Kepler-180,1,Transit,2014,Kepler,0,1.50000000,0.67000000,-0.67000000,0,695.65000000,8.64600000,-8.44000000,2014-05-14
Kepler-180 c,Kepler-180,1,Transit,2014,Kepler,0,3.01000000,1.34000000,-1.34000000,0,695.65000000,8.64600000,-8.44000000,2014-05-14
Kepler-1800 b,Kepler-1800,1,Transit,2021,Kepler,0,0.99679734,,,0,350.45500000,2.10500000,-2.08100000,2021-12-05
Kepler-1801 b,Kepler-1801,1,Transit,2021,Kepler,0,2.70926154,,,0,839.33200000,15.95600000,-15.38000000,2021-12-05
Kepler-1801 c,Kepler-1801,1,Transit,2023,Kepler,0,2.91000000,0.83000000,-0.42000000,0,839.33200000,15.95600000,-15.38000000,2017-05-08
Kepler-1802 b,Kepler-1802,1,Transit,2021,Kepler,0,1.67100000,,,0,636.69400000,49.12200000,-42.64600000,2021-12-05
Kepler-1802 c,Kepler-1802,1,Transit,2021,Kepler,0,2.32200000,,,0,636.69400000,49.12200000,-42.64600000,2021-12-05
Kepler-1804 b,Kepler-1804,1,Transit,2021,Kepler,0,1.59615726,,,0,434.45600000,5.71000000,-5.56700000,2021-12-05
Kepler-1805 b,Kepler-1805,1,Transit,2021,Kepler,0,1.54502915,,,0,221.63900000,1.24650000,-1.24650000,2021-12-05
Kepler-1806 b,Kepler-1806,1,Transit,2021,Kepler,0,2.35560189,,,0,978.06600000,34.53400000,-32.29300000,2021-12-05
Kepler-1807 b,Kepler-1807,1,Transit,2021,Kepler,0,2.70393215,,,0,1299.32000000,29.89000000,-29.89000000,2021-12-05
Kepler-1808 b,Kepler-1808,1,Transit,2021,Kepler,0,3.02511302,,,0,1022.01000000,28.14000000,-26.69100000,2021-12-05
Kepler-1809 b,Kepler-1809,1,Transit,2021,Kepler,0,1.51300000,,,0,409.60200000,3.32950000,-3.32950000,2021-12-05
Kepler-181 b,Kepler-181,1,Transit,2014,Kepler,0,1.27000000,0.62000000,-0.62000000,0,609.28300000,7.94600000,-7.94600000,2014-05-14
Kepler-181 c,Kepler-181,1,Transit,2014,Kepler,0,1.99000000,0.98000000,-0.98000000,0,609.28300000,7.94600000,-7.94600000,2014-05-14
Kepler-1810 b,Kepler-1810,1,Transit,2021,Kepler,0,3.91815325,,,0,1009.87000000,29.45500000,-29.45500000,2021-12-05
Kepler-1811 b,Kepler-1811,1,Transit,2021,Kepler,0,3.84829873,,,0,1390.56000000,53.53000000,-49.77000000,2021-12-05
Kepler-1812 b,Kepler-1812,1,Transit,2021,Kepler,0,2.32494240,,,0,1409.19000000,59.26000000,-54.74000000,2021-12-05
Kepler-1813 b,Kepler-1813,1,Transit,2021,Kepler,0,1.41300000,,,0,,,,2021-12-05
Kepler-1814 b,Kepler-1814,1,Transit,2021,Kepler,0,2.36961357,,,0,726.34600000,15.26700000,-14.66100000,2021-12-05
Kepler-1814 c,Kepler-1814,1,Transit,2023,Kepler,0,1.76000000,0.13000000,-0.18000000,0,726.34600000,15.26700000,-14.66100000,2017-05-08
Kepler-1815 b,Kepler-1815,1,Transit,2021,Kepler,0,2.74892620,,,0,1006.63000000,33.13000000,-31.11000000,2021-12-05
